psi_g_formula_version,ansatz,H_G,D_G,M_G,S_G,Psi_gated,Psi_ungated,floor_removed_by_gate
v12_gated,HEA,0.8194282793358922,0.6042673321257453,0.03930738529955328,0.9098358155223053,0.6697024411587577,0.7091606371785439,0.039458196019786285
v12_gated,SU2_equiv,0.47375634419644186,0.6109362638326525,4.5625891943426796e-05,1.0,0.5217639121801736,0.6533188235470193,0.13155491136684572
v12_gated,Sn_equiv,0.8788362940903578,0.5931720006205857,0.15797224474359325,1.0,0.744145855841039,0.7696516566674498,0.02550580082641085
v12_gated,U1_broken,0.6940860285880829,0.5786235708184181,0.06715442280461903,0.9720161725610508,0.6240552147549171,0.6934013988896893,0.06934618413477223
v12_gated,U1_equiv,0.6348819291190606,0.5687897653277064,2.9740873228938113e-05,1.0,0.6117449513063443,0.7030217542940143,0.09127680298766994
