psi_g_formula_version,ansatz,n,L,expr_KL,MW_mean,MW_std,grad_var
v12_gated,HEA,6,2,0.038424817588550764,0.833346008249204,0.10131273604814207,0.09606053272859452
v12_gated,U1_equiv,6,2,0.03809705609309629,0.7018583114855801,0.15297275599312207,0.007260295834649622
v12_gated,SU2_equiv,6,2,5.98029003326309,0.20965624528840188,0.1393831588636442,0.5299867406891778
v12_gated,Sn_equiv,6,2,0.6563136495033286,0.5525165518817071,0.2522553880021679,0.32466452425221654
v12_gated,U1_broken,6,2,0.027923798011084317,0.7206512838805389,0.14859424288237078,0.012295820621628654
