psi_g_formula_version,ansatz,group,n_seeds,Delta_U_mean,Delta_U_std,Delta_U_ci_lo,Delta_U_ci_hi,S_U_mean,S_U_std,S_U_ci_lo,S_U_ci_hi
v12_gated,HEA,U(1),20,0.06696792937525749,1.4238309865648918e-17,0.06696792937525749,0.06696792937525749,0.8179911282275697,0.0,0.8179911282275697,0.8179911282275697
v12_gated,SU2_equiv,SU(2),20,6.6887892657919e-17,1.2646159555672758e-32,6.6887892657919e-17,6.6887892657919e-17,0.9999999999999998,0.0,0.9999999999999998,0.9999999999999998
v12_gated,Sn_equiv,S_n,20,4.000574285643906e-17,6.323079777836379e-33,4.000574285643906e-17,4.000574285643906e-17,0.9999999999999998,1.1390647892519134e-16,0.9999999999999998,0.9999999999999998
v12_gated,U1_broken,U(1),20,0.026931242868650083,0.0,0.026931242868650083,0.026931242868650083,0.9223839332429723,1.1390647892519134e-16,0.9223839332429723,0.9223839332429723
v12_gated,U1_equiv,U(1),20,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
