psi_g_formula_version,w_H,w_D,w_M,gamma,kendall_tau_vs_convention,top_ansatz,score_HEA,score_SU2_equiv,score_Sn_equiv,score_U1_broken,score_U1_equiv
v12_gated,0.5477268335099453,0.3273234794043684,0.12494968708568625,3.0,1.0,Sn_equiv,0.6778062760684868,0.5186558519392486,0.7679846808723383,0.6322658356197167,0.6132460528126455
v12_gated,0.2775072329357702,0.19534117699187986,0.5271515900723499,3.0,1.0,Sn_equiv,0.6918565808616215,0.5005418364832374,0.749848921158017,0.6288559927632357,0.6219614544078574
v12_gated,0.4524277387795917,0.20811040699382571,0.3394618542265825,3.0,1.0,Sn_equiv,0.6948571907410425,0.5022975754466729,0.7722585011005463,0.6359264671546965,0.6211210523139675
v12_gated,0.46408368699910746,0.30659525953583283,0.22932105346505977,3.0,1.0,Sn_equiv,0.6788054079222086,0.5158101003583907,0.7594159345320315,0.6298634811478564,0.6146140549811124
v12_gated,0.46690734071027645,0.3030420826367876,0.23005057665293593,3.0,1.0,Sn_equiv,0.6794796028755252,0.5153226600678772,0.7603296693253662,0.630229206870545,0.6148488783558885
v12_gated,0.12441213942138585,0.6163810072694564,0.2592068533091578,3.0,0.8,Sn_equiv,0.6172855817841371,0.5583058383387594,0.6667721101211095,0.5937417765310048,0.5941390802997065
v12_gated,0.2576394282905179,0.5801368458746557,0.1622237258348264,3.0,1.0,Sn_equiv,0.627222912464833,0.5533359635355393,0.6905901094237673,0.6022034838217584,0.5965363665809738
v12_gated,0.051098366095546716,0.46486346683512264,0.48403816706933067,3.0,0.8,Sn_equiv,0.6403580487580863,0.5375158144647002,0.6788415382807025,0.6005604575864701,0.6041489571473113
v12_gated,0.49388148279748817,0.10334239015825093,0.4027761270442608,3.0,1.0,Sn_equiv,0.7135112445837666,0.4879241387435285,0.79339695181053,0.6448161718247151,0.6280442017462712
v12_gated,0.48617834126355924,0.27565383085255024,0.23816782788389051,3.0,1.0,Sn_equiv,0.6846032785979169,0.5115653664302425,0.7670265827909044,0.6329352630566519,0.6166588739092964
v12_gated,0.2096173535688488,0.33960466970510234,0.45077797672604886,3.0,1.0,Sn_equiv,0.6658535574190803,0.5203335416781748,0.7192410742329756,0.6161253307172495,0.6124282101005539
v12_gated,0.36256766745819174,0.17866324809387632,0.4587690844479321,3.0,1.0,Sn_equiv,0.6971254500563755,0.4982554376631748,0.764106872320913,0.6338259580917736,0.6230650260108562
v12_gated,0.15596781097110035,0.12771819296352166,0.7163139960653782,3.0,1.0,Sn_equiv,0.6995510469420231,0.49126123211813066,0.7429046467414664,0.6278751090116828,0.626427231990558
v12_gated,0.2585321649922752,0.09271367236250717,0.6487541626452177,3.0,1.0,Sn_equiv,0.7083834417806542,0.4864607751385263,0.762283637759585,0.6348646204739898,0.6287420321604797
v12_gated,0.322505096833079,0.2229407202421918,0.4545541829247291,3.0,1.0,Sn_equiv,0.6885811613262893,0.5043295088416141,0.7520435416444498,0.6290475992863627,0.6201387116548926
v12_gated,0.10564165344271381,0.35982068100392606,0.5345376655533602,3.0,0.8,Sn_equiv,0.6594414341932799,0.5231049619712873,0.7018375781275542,0.6100615937361853,0.6110905086249167
v12_gated,0.20449941532865187,0.5564710655353753,0.2390295191359729,3.0,1.0,Sn_equiv,0.6296049255288944,0.5500878334905601,0.6866874957533871,0.6013797180305857,0.598099038968799
v12_gated,0.34953291786035595,0.5442326658769926,0.10623441626265155,3.0,1.0,Sn_equiv,0.63589234644545,0.5484118412488993,0.7086197450245095,0.6087697442706839,0.5989104087131238
v12_gated,0.07683802080460864,0.6683082445733026,0.25485373462208855,3.0,0.8,Sn_equiv,0.6072478168517783,0.5654293066741111,0.652542703615935,0.5881111362029209,0.5907071790219267
v12_gated,0.4165495181154044,0.281792330691565,0.30165815119303063,3.0,1.0,Sn_equiv,0.68154098752489,0.5124060729662214,0.756458560377414,0.6293698004742011,0.6162519683518393
v12_gated,0.12520321671159898,0.47103174277139653,0.4037650405170044,3.0,0.8,Sn_equiv,0.6415029787307925,0.5383637132101758,0.6882239400996917,0.6035050854378471,0.6037427981564184
v12_gated,0.44393578288981933,0.1134491186375054,0.4426150984726754,3.0,1.0,Sn_equiv,0.7103652416562665,0.48930971780258914,0.784978906551757,0.6418769116763718,0.6273754739550392
v12_gated,0.2810575989063635,0.1871516044070291,0.5317907966866074,3.0,1.0,Sn_equiv,0.693323826937751,0.49941829129516346,0.751544320487885,0.6295649331152705,0.6225026333832819
v12_gated,0.6150554349995206,0.24759610670887236,0.13734845829160708,3.0,1.0,Sn_equiv,0.6930504457572828,0.5077185893537438,0.7890386014566904,0.6406520022918084,0.6185151732745998
v12_gated,0.315755387376827,0.504543575396021,0.17970103722715183,3.0,1.0,Sn_equiv,0.6415089567921801,0.5429657069844427,0.7097580020376031,0.6098955831543565,0.6015321593893748
v12_gated,0.12964077580178648,0.6077813584640357,0.26257786573417763,3.0,0.8,Sn_equiv,0.6188702698259666,0.5571260663404249,0.6687607191934581,0.59455419786082,0.5947073860458378
v12_gated,0.10997182224602009,0.44831368158064044,0.4417144961733396,3.0,0.8,Sn_equiv,0.6448381669904567,0.5352464311031624,0.6894450899567339,0.6043354041339593,0.6052435674182025
v12_gated,0.26206217808988713,0.4073399870939849,0.3305978348161279,3.0,1.0,Sn_equiv,0.6561155457618503,0.5296280648346745,0.7165763311200676,0.6139682557133141,0.607953705643814
v12_gated,0.698665618747456,0.19497161186957013,0.10636276938297393,3.0,1.0,Sn_equiv,0.7042603256506382,0.5005002351536787,0.8083733377667444,0.6479619777987565,0.6219938250769672
v12_gated,0.21107120636337087,0.5566559971049679,0.23227279653166127,3.0,1.0,Sn_equiv,0.6297667317916801,0.5501133484387294,0.6875727149775297,0.6016650869934085,0.5980869440212621
v12_gated,0.27610328457009237,0.4171372113159751,0.3067595041139327,3.0,1.0,Sn_equiv,0.6548962226064876,0.5309725625448719,0.7170871309658136,0.613948733324516,0.6073066360098346
v12_gated,0.3114197349461144,0.5838001891116777,0.10478007594220774,3.0,1.0,Sn_equiv,0.6281891832251414,0.5538397423428114,0.6975186250556753,0.6043949178885799,0.5962953329474496
v12_gated,0.28006396533062794,0.6484919456669251,0.07144408900244696,3.0,1.0,Sn_equiv,0.6165019769889354,0.5627148728840704,0.6836665932687919,0.5986448130405375,0.5920203442254541
v12_gated,0.5318105424356263,0.2942391661943121,0.17395029137006165,3.0,1.0,Sn_equiv,0.6828469149101497,0.5141162893365793,0.7706328485717291,0.6337588831433213,0.6154317414336336
v12_gated,0.3600911580317631,0.4900976011806183,0.1498112407876186,3.0,1.0,Sn_equiv,0.6452128505196608,0.5409846554870689,0.7180343535672269,0.6128710795924132,0.6024874894607767
v12_gated,0.29103481883840526,0.5842418985557168,0.124723282605878,3.0,1.0,Sn_equiv,0.6275182693897534,0.5538999049253516,0.6946236943144578,0.6034417854636006,0.5962657628480355
v12_gated,0.026972060678132417,0.6834962979421373,0.28953164137973014,3.0,0.8,Sn_equiv,0.6032583352235007,0.5675120530324509,0.643389624872228,0.5848354222302494,0.5897027129247442
v12_gated,0.28393643891178133,0.5293193829763639,0.1867441781118549,3.0,1.0,Sn_equiv,0.6364524142696331,0.5463642980358319,0.7017026269508636,0.60679585944715,0.5998945396685275
v12_gated,0.45698375630548765,0.426055905771711,0.11696033792280121,3.0,1.0,Sn_equiv,0.6587124354663515,0.5322001309480311,0.7408895273143999,0.6215469297238274,0.6067207639720925
v12_gated,0.4845366576179434,0.318426124736992,0.19703721764506463,3.0,1.0,Sn_equiv,0.6774354760773456,0.5174337553289661,0.7605182999530447,0.6299983575041007,0.6138327370819907
v12_gated,0.36071693614869743,0.04987543406929023,0.5894076297820123,3.0,1.0,Sn_equiv,0.7185086797693215,0.48058551186039666,0.7827601753824499,0.6423612041810121,0.6315744246001369
v12_gated,0.26034307450720334,0.27858422177965597,0.4610727037131406,3.0,1.0,Sn_equiv,0.6774972981916203,0.5119625390093512,0.7352432024943376,0.6225073205535644,0.6164609891550163
v12_gated,0.22397833935567713,0.5770704986188608,0.19895116202546206,3.0,1.0,Sn_equiv,0.6267468706914598,0.5529145283814674,0.6863671213954602,0.6008836291564905,0.5967383346206894
v12_gated,0.5489682241116406,0.09258483755575854,0.3584469383326009,3.0,1.0,Sn_equiv,0.7169162413395306,0.4864493767420871,0.8026242989706597,0.6480319113112748,0.6287560286960824
v12_gated,0.1673587708902927,0.618137438455959,0.21450379065374833,3.0,1.0,Sn_equiv,0.6182517833966152,0.5585477517093141,0.6724765645146149,0.5955699933491868,0.5940238380427194
v12_gated,0.42304595792778094,0.4759496020251493,0.10100444004706977,3.0,1.0,Sn_equiv,0.6494127832999701,0.5390448890860317,0.7288518649250555,0.616670198911814,0.603423482905508
v12_gated,0.6600237850483551,0.2596234215788211,0.08035279337282376,3.0,1.0,Sn_equiv,0.6923662475369898,0.5093697274340163,0.793515634507107,0.6418844396378345,0.6177213381991395
v12_gated,0.22319931276117735,0.39316644190492434,0.38363424533389817,3.0,1.0,Sn_equiv,0.6573359201290997,0.5276825926331897,0.7132620696234495,0.6131560730812561,0.6088894644834748
v12_gated,0.3331654064681692,0.3381967244324359,0.32863786909939485,3.0,1.0,Sn_equiv,0.6697085470411134,0.5201430399851261,0.7366001978514618,0.6218170986128796,0.6125235704926707
v12_gated,0.14085822236981724,0.38313951552443076,0.476002262105752,3.0,1.0,Sn_equiv,0.6565919179636854,0.5263051030920978,0.7033027917771911,0.610096528599883,0.6095504216565135
v12_gated,0.09428509139803032,0.0913988197746018,0.8143160888273678,3.0,0.8,Sn_equiv,0.7037889749961694,0.4862768250531355,0.7396739935512708,0.6275111412281673,0.6288258074822328
v12_gated,0.11163290781381652,0.6431278358566745,0.2452392563295089,3.0,0.8,Sn_equiv,0.6124589187066892,0.561975268052249,0.661070642052373,0.5913727673923157,0.5923715882591902
v12_gated,0.07498544315290524,0.422188765136848,0.5028257917102467,3.0,0.8,Sn_equiv,0.6481615173734508,0.5316612962102834,0.6884238581308101,0.6044986948095327,0.6069690657748439
v12_gated,0.3896086959845395,0.3975120755994983,0.21287922841596213,3.0,1.0,Sn_equiv,0.6614892635305885,0.5282824172787707,0.7357268937222037,0.6204046848455433,0.6086054763360471
v12_gated,0.12679314763622676,0.26033795521167785,0.6128688971520956,3.0,1.0,Sn_equiv,0.6766207549889023,0.5094562364688106,0.7193813793566515,0.6176777556646951,0.6176640581865407
v12_gated,0.14975521250232723,0.5454360844881667,0.304808703009506,3.0,1.0,Sn_equiv,0.6298374585327228,0.5485726338236996,0.6807075571240067,0.5996379583672663,0.598827122704807
v12_gated,0.408145223704928,0.26616606836222584,0.3256887079328462,3.0,1.0,Sn_equiv,0.6838957765340641,0.5102619441218289,0.757586221508525,0.63003481472512,0.6172842880975546
