psi_g_formula_version,w_H,w_D,w_M,gamma,kendall_tau_vs_convention,top_ansatz,score_HEA,score_SU2_equiv,score_Sn_equiv,score_U1_broken,score_U1_equiv
v12_gated,0.4155087255515306,0.24515158936614645,0.33933968508232276,3.0,1.0,Sn_equiv,0.687609547025327,0.5073788845084919,0.7616941188640055,0.6317748193459802,0.6186729227283814
v12_gated,0.34111053454675444,0.11591705875325357,0.5429724066999918,3.0,1.0,Sn_equiv,0.7069411005930187,0.4896461003503416,0.7703411242446272,0.6370530835479069,0.6272104675117112
v12_gated,0.16481332848889452,0.5946862996883857,0.24050037182271983,3.0,1.0,Sn_equiv,0.6220807639095821,0.5553301644472508,0.6755665668483536,0.5970241303814697,0.5955732836812766
v12_gated,0.14969844312135838,0.4311498652607534,0.41915169161788834,3.0,1.0,Sn_equiv,0.648859387910752,0.5328923878673097,0.6974806128829878,0.6072839666858129,0.6063783872072901
v12_gated,0.2905926172274214,0.5758879706483938,0.13351941212418486,3.0,1.0,Sn_equiv,0.6288958694277205,0.5527537236331501,0.6957889312426886,0.6039808356216235,0.5968177259315715
v12_gated,0.47793639991971365,0.20965686848104706,0.3124067315992393,3.0,1.0,Sn_equiv,0.6953473157484739,0.5025103037207224,0.7755728420805755,0.6369786811084864,0.6210193541813396
v12_gated,0.07293190408624226,0.46831002522544063,0.4587580706883171,3.0,0.8,Sn_equiv,0.6404241907259899,0.5379891595110387,0.6813666594352628,0.6013190006563939,0.6039216439830002
v12_gated,0.3170727722490591,0.6346877448135406,0.04823948293740039,3.0,1.0,Sn_equiv,0.6198843240401051,0.5608217153008176,0.6908314964381623,0.6012453991652132,0.5929331318773132
v12_gated,0.7073293086270114,0.06659442286358004,0.2260762685094086,3.0,1.0,Sn_equiv,0.7258833341456316,0.4828868750088978,0.828426083120426,0.656946115509324,0.6304762908563615
v12_gated,0.08773325753465017,0.6301637320633704,0.2821030104019796,3.0,0.8,Sn_equiv,0.6139164781412397,0.560196056505196,0.6596561644032695,0.591157575466376,0.5932277178712035
v12_gated,0.274803742270349,0.4722376870029657,0.2529585707266855,3.0,1.0,Sn_equiv,0.6456863505103475,0.5385324043086063,0.7088161698197287,0.6102022681472536,0.6036659422119044
v12_gated,0.4953281931605575,0.05785493968318752,0.4468168671562552,3.0,1.0,Sn_equiv,0.7211252866285855,0.4816832219778294,0.8002768395373653,0.6479259550657616,0.6310497341987772
v12_gated,0.5320429936425951,0.1858073899250897,0.2821496164323151,3.0,1.0,Sn_equiv,0.7009028146009539,0.4992392881934108,0.7865864345326279,0.6410261877409269,0.6225961891375212
v12_gated,0.14874508165781908,0.4579284204319769,0.39332649791020396,3.0,1.0,Sn_equiv,0.6443740059994371,0.5365664261395868,0.6934162924733891,0.6054486241489908,0.6046090221826524
v12_gated,0.3774793470738449,0.5613106861091042,0.061209966817050904,3.0,1.0,Sn_equiv,0.6338685947617977,0.5507555759203837,0.7099919871964496,0.6088929590043461,0.5977825355517977
