psi_g_formula_version,ansatz,group,regime,n,L,T,n_params,H_G,D_G,D_inter,D_mult,M_G,S_G,defect,Psi_raw,Psi_G,seed
v12_gated,U1_equiv,U(1),A_confined,6,2,40,36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
v12_gated,U1_equiv,SU(2),A_confined,6,2,40,36,0.0,0.0,0.0,0.0,0.0,0.8537525485233151,0.05270462766946591,0.0,0.0,1
v12_gated,U1_equiv,S_n,A_confined,6,2,40,36,0.0,0.0,0.0,0.0,0.0,0.7888565204765229,0.07905694150419705,0.0,0.0,1
v12_gated,SU2_equiv,U(1),A_confined,6,2,40,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
v12_gated,SU2_equiv,SU(2),A_confined,6,2,40,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
v12_gated,SU2_equiv,S_n,A_confined,6,2,40,12,0.0,0.0,0.0,0.0,0.0,0.7362495038917184,0.10206207261594999,0.0,0.0,1
v12_gated,Sn_equiv,U(1),A_confined,6,2,40,4,0.8447401234712866,0.5864209544980382,0.1728419089960764,1.0,0.47796325147394,0.9400154596537491,0.020619652471056703,0.6533897303144411,0.6141964476745686,1
v12_gated,Sn_equiv,SU(2),A_confined,6,2,40,4,0.0,0.5000000000000001,3.158027292102056e-16,1.0,0.0,0.7333203722726147,0.10339086754457893,0.17500000000000002,0.1283310651477076,1
v12_gated,Sn_equiv,S_n,A_confined,6,2,40,4,0.8447401234712866,0.5864209544980382,0.1728419089960764,1.0,0.47796325147394,1.0,0.0,0.6533897303144411,0.6533897303144411,1
v12_gated,U1_broken,U(1),A_confined,6,2,40,36,0.41424285604611133,0.5418274113233673,0.0836548226467346,1.0,0.1297016352003628,0.9720161725610506,0.009460945407606792,0.4454654564433387,0.43299962798021546,1
v12_gated,U1_broken,SU(2),A_confined,6,2,40,36,0.3741286838503133,0.5893025222221424,0.17860504444428477,1.0,0.06672931830209666,0.8333511397343775,0.0607667297803291,0.44319818927280547,0.36933971615870476,1
v12_gated,U1_broken,S_n,A_confined,6,2,40,36,0.41424285604611133,0.5418274113233673,0.0836548226467346,1.0,0.1297016352003628,0.7945914050925423,0.07664241743560868,0.4454654564433387,0.3539630229555032,1
v12_gated,HEA,U(1),B_multi,6,2,40,36,0.8213425440934399,0.6058628870677658,0.21172577413553154,1.0,0.033161885582476125,0.9098358155223052,0.03149703941743346,0.7391153472666423,0.6724736147453974,1
v12_gated,HEA,SU(2),B_multi,6,2,40,36,0.8944560298953567,0.7189731222624689,0.4379462445249377,1.0,0.08427091924987871,0.7788007830714304,0.08333333333332238,0.8141928542568764,0.6340940324664184,1
v12_gated,HEA,S_n,B_multi,6,2,40,36,0.8213425440934399,0.6058628870677658,0.21172577413553154,1.0,0.033161885582476125,1.0,0.0,0.7391153472666423,0.7391153472666423,1
v12_gated,U1_equiv,U(1),B_multi,6,2,40,36,0.6348819291190607,0.5687897653277065,0.13757953065541306,1.0,2.974087322894714e-05,1.0,0.0,0.6117449513063444,0.6117449513063444,1
v12_gated,U1_equiv,SU(2),B_multi,6,2,40,36,0.780234869433763,0.6843487144426175,0.36869742888523505,1.0,0.03926595861056396,0.8537525485233151,0.05270462766946591,0.7390155476644358,0.6309364072168655,1
v12_gated,U1_equiv,S_n,B_multi,6,2,40,36,0.6348819291190607,0.5687897653277065,0.13757953065541306,1.0,2.974087322894714e-05,0.7888565204765229,0.07905694150419705,0.6117449513063444,0.4825789937066028,1
v12_gated,SU2_equiv,U(1),B_multi,6,2,40,12,0.6348819291190607,0.5687897653277065,0.13757953065541306,1.0,2.9740873228946844e-05,1.0,0.0,0.6117449513063444,0.6117449513063444,1
v12_gated,SU2_equiv,SU(2),B_multi,6,2,40,12,0.4737563441964418,0.6109362638326526,0.22187252766530524,1.0,4.5625891943501315e-05,1.0,0.0,0.5217639121801736,0.5217639121801736,1
v12_gated,SU2_equiv,S_n,B_multi,6,2,40,12,0.6348819291190607,0.5687897653277065,0.13757953065541306,1.0,2.9740873228946844e-05,0.7362495038917184,0.10206207261594999,0.6117449513063444,0.4503969169075595,1
v12_gated,Sn_equiv,U(1),B_multi,6,2,40,4,0.9866420166141591,0.5971508337347575,0.19430166746951513,1.0,0.09705415273905338,0.9400154596537491,0.020619652471056703,0.826380676361559,0.776810611338987,1
v12_gated,Sn_equiv,SU(2),B_multi,6,2,40,4,0.4737563441964418,0.6109362638326526,0.22187252766530524,1.0,4.5625891943684694e-05,0.7333203722726147,0.10339086754457893,0.5217639121801736,0.3826201063183807,1
v12_gated,Sn_equiv,S_n,B_multi,6,2,40,4,0.9866420166141591,0.5971508337347575,0.19430166746951513,1.0,0.09705415273905338,1.0,0.0,0.826380676361559,0.826380676361559,1
v12_gated,U1_broken,U(1),B_multi,6,2,40,36,0.7167660000018735,0.5809629466767958,0.16192589335359156,1.0,0.06130694397201874,0.9720161725610506,0.009460945407606792,0.6582492480873057,0.6398289147170123,1
v12_gated,U1_broken,SU(2),B_multi,6,2,40,36,0.8065287011557722,0.6908951484177559,0.3817902968355117,1.0,0.04583146996337369,0.8333511397343775,0.0607667297803291,0.7568158587120616,0.6306933584267481,1
v12_gated,U1_broken,S_n,B_multi,6,2,40,36,0.7167660000018735,0.5809629466767958,0.16192589335359156,1.0,0.06130694397201874,0.7945914050925423,0.07664241743560868,0.6582492480873057,0.5230391949388017,1
v12_gated,HEA,U(1),A_confined,6,2,40,36,0.7659173997083133,0.5945363893956346,0.18907277879126916,1.0,0.06127258145096346,0.9098358155223052,0.03149703941743346,0.6942016120342914,0.6316094898221185,2
v12_gated,HEA,SU(2),A_confined,6,2,40,36,0.8672620887268431,0.7157117775456001,0.4314235550912001,1.0,0.0634294876647661,0.7788007830714304,0.08333333333332238,0.8004669823236534,0.6234043126564861,2
v12_gated,HEA,S_n,A_confined,6,2,40,36,0.7659173997083133,0.5945363893956346,0.18907277879126916,1.0,0.06127258145096346,1.0,0.0,0.6942016120342914,0.6942016120342914,2
v12_gated,U1_equiv,U(1),A_confined,6,2,40,36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
v12_gated,U1_equiv,SU(2),A_confined,6,2,40,36,0.0,0.0,0.0,0.0,0.0,0.8537525485233151,0.05270462766946591,0.0,0.0,2
v12_gated,U1_equiv,S_n,A_confined,6,2,40,36,0.0,0.0,0.0,0.0,0.0,0.7888565204765229,0.07905694150419705,0.0,0.0,2
v12_gated,SU2_equiv,U(1),A_confined,6,2,40,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
v12_gated,SU2_equiv,SU(2),A_confined,6,2,40,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
v12_gated,SU2_equiv,S_n,A_confined,6,2,40,12,0.0,0.0,0.0,0.0,0.0,0.7362495038917184,0.10206207261594999,0.0,0.0,2
v12_gated,Sn_equiv,U(1),A_confined,6,2,40,4,0.9883520747722574,0.6143779085313614,0.22875581706272277,1.0,0.08204681107940993,0.9400154596537491,0.020619652471056703,0.8371883325982483,0.7869699752840982,2
v12_gated,Sn_equiv,SU(2),A_confined,6,2,40,4,0.0,0.5000000000000002,3.453827121465601e-16,1.0,0.0,0.7333203722726147,0.10339086754457893,0.17500000000000007,0.12833106514770762,2
v12_gated,Sn_equiv,S_n,A_confined,6,2,40,4,0.9883520747722574,0.6143779085313614,0.22875581706272277,1.0,0.08204681107940993,1.0,0.0,0.8371883325982483,0.8371883325982483,2
v12_gated,U1_broken,U(1),A_confined,6,2,40,36,0.4077108374629546,0.5408752714753426,0.08175054295068526,1.0,0.2451024614818624,0.9720161725610506,0.009460945407606792,0.42933565690854003,0.41732120197222344,2
v12_gated,U1_broken,SU(2),A_confined,6,2,40,36,0.3228172231868472,0.5803153006264126,0.16063060125282524,1.0,0.1301244638828369,0.8333511397343775,0.0607667297803291,0.40243994576586145,0.3353737874786217,2
v12_gated,U1_broken,S_n,A_confined,6,2,40,36,0.4077108374629546,0.5408752714753426,0.08175054295068526,1.0,0.2451024614818624,0.7945914050925423,0.07664241743560868,0.42933565690854003,0.3411464228792865,2
v12_gated,HEA,U(1),B_multi,6,2,40,36,0.7898209531612344,0.6001381198942765,0.200276239788553,1.0,0.05746610444472973,0.9098358155223052,0.03149703941743346,0.7120849781710492,0.6478804168354394,2
v12_gated,HEA,SU(2),B_multi,6,2,40,36,0.8376246830897142,0.7063401040117955,0.4126802080235909,1.0,0.041256411329399105,0.7788007830714304,0.08333333333332238,0.783035733296141,0.6098288422639463,2
v12_gated,HEA,S_n,B_multi,6,2,40,36,0.7898209531612344,0.6001381198942765,0.200276239788553,1.0,0.05746610444472973,1.0,0.0,0.7120849781710492,0.7120849781710492,2
v12_gated,U1_equiv,U(1),B_multi,6,2,40,36,0.6348819291190607,0.5687897653277065,0.13757953065541303,1.0,2.974087322892812e-05,1.0,0.0,0.6117449513063444,0.6117449513063444,2
v12_gated,U1_equiv,SU(2),B_multi,6,2,40,36,0.7804165732317387,0.6869427377216464,0.37388547544329276,1.0,0.033490918353011614,0.8537525485233151,0.05270462766946591,0.7411665138693461,0.6327728000960952,2
v12_gated,U1_equiv,S_n,B_multi,6,2,40,36,0.6348819291190607,0.5687897653277065,0.13757953065541303,1.0,2.974087322892812e-05,0.7888565204765229,0.07905694150419705,0.6117449513063444,0.4825789937066028,2
v12_gated,SU2_equiv,U(1),B_multi,6,2,40,12,0.6348819291190607,0.5687897653277065,0.13757953065541306,1.0,2.9740873228955155e-05,1.0,0.0,0.6117449513063444,0.6117449513063444,2
v12_gated,SU2_equiv,SU(2),B_multi,6,2,40,12,0.47375634419644186,0.6109362638326526,0.22187252766530524,1.0,4.562589194343492e-05,1.0,0.0,0.5217639121801737,0.5217639121801737,2
v12_gated,SU2_equiv,S_n,B_multi,6,2,40,12,0.6348819291190607,0.5687897653277065,0.13757953065541306,1.0,2.9740873228955155e-05,0.7362495038917184,0.10206207261594999,0.6117449513063444,0.4503969169075595,2
v12_gated,Sn_equiv,U(1),B_multi,6,2,40,4,0.8998606369974682,0.5990446090653884,0.19808921813077668,1.0,0.15427732298167374,0.9400154596537491,0.020619652471056703,0.759868004688102,0.7142876717030634,2
v12_gated,Sn_equiv,SU(2),B_multi,6,2,40,4,0.4737563441964418,0.6109362638326526,0.2218725276653052,1.0,4.562589194347145e-05,0.7333203722726147,0.10339086754457893,0.5217639121801736,0.3826201063183807,2
v12_gated,Sn_equiv,S_n,B_multi,6,2,40,4,0.8998606369974682,0.5990446090653884,0.19808921813077668,1.0,0.15427732298167374,1.0,0.0,0.759868004688102,0.759868004688102,2
v12_gated,U1_broken,U(1),B_multi,6,2,40,36,0.6735690252647644,0.577149839425915,0.15429967885183005,1.0,0.07064186701289764,0.9720161725610506,0.009460945407606792,0.627926766844477,0.6103549725568037,2
v12_gated,U1_broken,SU(2),B_multi,6,2,40,36,0.7955658752379561,0.6900081136954566,0.3800162273909131,1.0,0.0452401216349682,0.8333511397343775,0.0607667297803291,0.7496227844569825,0.6246990017980839,2
v12_gated,U1_broken,S_n,B_multi,6,2,40,36,0.6735690252647644,0.577149839425915,0.15429967885183005,1.0,0.07064186701289764,0.7945914050925423,0.07664241743560868,0.627926766844477,0.49894521196217023,2
v12_gated,HEA,U(1),A_confined,6,2,40,36,0.8156042783415837,0.6049406910556041,0.20988138211120813,1.0,0.024471699105299567,0.9098358155223052,0.03149703941743346,0.7368822171693483,0.6704418330021584,3
v12_gated,HEA,SU(2),A_confined,6,2,40,36,0.7901687592126052,0.696532303370448,0.39306460674089594,1.0,0.03283264071888807,0.7788007830714304,0.08333333333332238,0.750910167923221,0.5848094267949038,3
v12_gated,HEA,S_n,A_confined,6,2,40,36,0.8156042783415837,0.6049406910556041,0.20988138211120813,1.0,0.024471699105299567,1.0,0.0,0.7368822171693483,0.7368822171693483,3
v12_gated,U1_equiv,U(1),A_confined,6,2,40,36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
v12_gated,U1_equiv,SU(2),A_confined,6,2,40,36,0.0,0.0,0.0,0.0,0.0,0.8537525485233151,0.05270462766946591,0.0,0.0,3
v12_gated,U1_equiv,S_n,A_confined,6,2,40,36,0.0,0.0,0.0,0.0,0.0,0.7888565204765229,0.07905694150419705,0.0,0.0,3
v12_gated,SU2_equiv,U(1),A_confined,6,2,40,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
v12_gated,SU2_equiv,SU(2),A_confined,6,2,40,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
v12_gated,SU2_equiv,S_n,A_confined,6,2,40,12,0.0,0.0,0.0,0.0,0.0,0.7362495038917184,0.10206207261594999,0.0,0.0,3
v12_gated,Sn_equiv,U(1),A_confined,6,2,40,4,0.9917628677694791,0.594097553947915,0.18819510789583002,1.0,0.29228227011190966,0.9400154596537491,0.020619652471056703,0.7801113323308415,0.7333167126420747,3
v12_gated,Sn_equiv,SU(2),A_confined,6,2,40,4,0.0,0.5000000000000001,2.9895719145666065e-16,1.0,0.0,0.7333203722726147,0.10339086754457893,0.17500000000000002,0.1283310651477076,3
v12_gated,Sn_equiv,S_n,A_confined,6,2,40,4,0.9917628677694791,0.594097553947915,0.18819510789583002,1.0,0.29228227011190966,1.0,0.0,0.7801113323308415,0.7801113323308415,3
v12_gated,U1_broken,U(1),A_confined,6,2,40,36,0.4670923834581844,0.5459892758649179,0.09197855172983574,1.0,0.15965454925758238,0.9720161725610506,0.009460945407606792,0.4760629398148745,0.4627408766570161,3
v12_gated,U1_broken,SU(2),A_confined,6,2,40,36,0.3254101861919869,0.5809281656171346,0.16185633123426915,1.0,0.12454713984768156,0.8333511397343775,0.0607667297803291,0.4047092519989102,0.3372649164143392,3
v12_gated,U1_broken,S_n,A_confined,6,2,40,36,0.4670923834581844,0.5459892758649179,0.09197855172983574,1.0,0.15965454925758238,0.7945914050925423,0.07664241743560868,0.4760629398148745,0.37827552025998756,3
v12_gated,HEA,U(1),B_multi,6,2,40,36,0.8498090999119076,0.610544570258973,0.22108914051794595,1.0,0.04224821417703077,0.9098358155223052,0.03149703941743346,0.7570907853177135,0.6888283120839643,3
v12_gated,HEA,SU(2),B_multi,6,2,40,36,0.8505709774559819,0.7116657121159358,0.4233314242318714,1.0,0.03224363796174933,0.7788007830714304,0.08333333333332238,0.7950977589225003,0.6192227572671827,3
v12_gated,HEA,S_n,B_multi,6,2,40,36,0.8498090999119076,0.610544570258973,0.22108914051794595,1.0,0.04224821417703077,1.0,0.0,0.7570907853177135,0.7570907853177135,3
v12_gated,U1_equiv,U(1),B_multi,6,2,40,36,0.6348819291190607,0.5687897653277065,0.13757953065541306,1.0,2.974087322892443e-05,1.0,0.0,0.6117449513063444,0.6117449513063444,3
v12_gated,U1_equiv,SU(2),B_multi,6,2,40,36,0.7844609086389439,0.686326837327242,0.37265367465448396,1.0,0.02723247570189209,0.8537525485233151,0.05270462766946591,0.7447732805214498,0.6358520863172575,3
v12_gated,U1_equiv,S_n,B_multi,6,2,40,36,0.6348819291190607,0.5687897653277065,0.13757953065541306,1.0,2.974087322892443e-05,0.7888565204765229,0.07905694150419705,0.6117449513063444,0.4825789937066028,3
v12_gated,SU2_equiv,U(1),B_multi,6,2,40,12,0.6348819291190607,0.5687897653277065,0.13757953065541306,1.0,2.9740873228940796e-05,1.0,0.0,0.6117449513063444,0.6117449513063444,3
v12_gated,SU2_equiv,SU(2),B_multi,6,2,40,12,0.47375634419644197,0.6109362638326526,0.22187252766530524,1.0,4.562589194348676e-05,1.0,0.0,0.5217639121801738,0.5217639121801738,3
v12_gated,SU2_equiv,S_n,B_multi,6,2,40,12,0.6348819291190607,0.5687897653277065,0.13757953065541306,1.0,2.9740873228940796e-05,0.7362495038917184,0.10206207261594999,0.6117449513063444,0.4503969169075595,3
v12_gated,Sn_equiv,U(1),B_multi,6,2,40,4,0.8437186424860708,0.5924990914498713,0.18499818289974274,1.0,0.1677082133353544,0.9400154596537491,0.020619652471056703,0.7204171631011336,0.677203270714962,3
v12_gated,Sn_equiv,SU(2),B_multi,6,2,40,4,0.47375634419644164,0.6109362638326525,0.22187252766530513,1.0,4.562589194360589e-05,0.7333203722726147,0.10339086754457893,0.5217639121801735,0.38262010631838067,3
v12_gated,Sn_equiv,S_n,B_multi,6,2,40,4,0.8437186424860708,0.5924990914498713,0.18499818289974274,1.0,0.1677082133353544,1.0,0.0,0.7204171631011336,0.7204171631011336,3
v12_gated,U1_broken,U(1),B_multi,6,2,40,36,0.6610719966243848,0.5733522657967207,0.14670453159344143,1.0,0.09979205543919546,0.9720161725610506,0.009460945407606792,0.6138776575005923,0.5966990110644692,3
v12_gated,U1_broken,SU(2),B_multi,6,2,40,36,0.7911373205304444,0.6874738908860332,0.3749477817720662,1.0,0.09942584869997817,0.8333511397343775,0.0607667297803291,0.735190245271909,0.6126716288189419,3
